filename;label;x0;y0;x1;y1;width;height;color_bgr;status
AC0060_S.jpg;text;0;69;29;79;30;11;255,0,0;ok
AC0070_L.jpg;circle;2;48;39;86;38;39;0,0,255;ok
AC0070_L.jpg;stem;4;0;7;57;4;58;0,180,0;ok
AC0070_M.jpg;circle;2;64;29;94;28;31;0,0,255;ok
AC0070_M.jpg;stem;3;0;17;72;15;73;0,180,0;ok
AC0070_M.jpg;text;0;86;29;109;30;24;255,0,0;ok
AC0070_S.jpg;circle;0;48;28;78;29;31;0,0,255;ok
AC0070_S.jpg;stem;3;0;8;51;6;52;0,180,0;ok
AC0070_S.jpg;text;0;70;29;79;30;10;255,0,0;ok
AC0080_L.jpg;circle;3;101;39;139;37;39;0,0,255;ok
AC0080_L.jpg;stem;4;0;35;113;32;114;0,180,0;ok
AC0080_L.jpg;text;0;129;11;139;12;11;255,0,0;ok
AC0080_M.jpg;circle;0;64;26;94;27;31;0,0,255;ok
AC0080_M.jpg;stem;3;0;11;66;9;67;0,180,0;ok
AC0080_M.jpg;text;0;84;29;109;30;26;255,0,0;ok
AC0080_S.jpg;circle;0;48;28;78;29;31;0,0,255;ok
AC0080_S.jpg;stem;3;0;8;51;6;52;0,180,0;ok
AC0080_S.jpg;text;0;70;29;79;30;10;255,0,0;ok
AC0090_L.jpg;circle;2;48;39;86;38;39;0,0,255;ok
AC0090_L.jpg;stem;4;0;7;57;4;58;0,180,0;ok
AC0090_M.jpg;circle;2;64;29;94;28;31;0,0,255;ok
AC0090_M.jpg;stem;3;0;17;72;15;73;0,180,0;ok
AC0090_M.jpg;text;0;86;29;109;30;24;255,0,0;ok
AC0090_S.jpg;circle;0;47;25;75;26;29;0,0,255;ok
AC0090_S.jpg;stem;3;0;6;49;4;50;0,180,0;ok
AC0090_S.jpg;text;0;61;29;79;30;19;255,0,0;ok
AC0100_L.jpg;circle;1;0;33;32;33;33;0,0,255;ok
AC0100_L.jpg;stem;0;0;28;79;29;80;0,180,0;ok
AC0100_M.jpg;circle;0;0;25;28;26;29;0,0,255;ok
AC0100_M.jpg;stem;16;0;29;59;14;60;0,180,0;ok
AC0100_M.jpg;text;0;0;19;59;20;60;255,0,0;ok
AC0100_S.jpg;text;0;0;19;39;20;40;255,0,0;ok
AC0110.jpg;circle;0;37;39;77;40;41;0,0,255;ok
AC0110.jpg;text;2;3;38;76;37;74;255,0,0;ok
AC0110_L.jpg;circle;19;27;39;59;21;33;0,0,255;ok
AC0110_L.jpg;text;0;0;39;79;40;80;255,0,0;ok
AC0110_M.jpg;circle;0;44;29;59;30;16;0,0,255;ok
AC0110_M.jpg;text;0;0;29;59;30;60;255,0,0;ok
AC0110_S.jpg;circle;4;2;16;14;13;13;0,0,255;ok
AC0110_S.jpg;text;0;0;19;39;20;40;255,0,0;ok
AC0120_L.jpg;circle;1;0;37;21;37;22;0,0,255;ok
AC0120_L.jpg;text;0;0;39;79;40;80;255,0,0;ok
AC0120_M.jpg;circle;0;44;29;59;30;16;0,0,255;ok
AC0120_M.jpg;text;0;0;29;59;30;60;255,0,0;ok
AC0120_S.jpg;circle;0;0;18;14;19;15;0,0,255;ok
AC0120_S.jpg;stem;0;0;2;5;3;6;0,180,0;ok
AC0120_S.jpg;text;0;0;19;39;20;40;255,0,0;ok
AC0130.jpg;circle;6;0;38;20;33;21;0,0,255;ok
AC0130.jpg;stem;15;18;22;21;8;4;0,180,0;ok
AC0130.jpg;text;2;3;38;76;37;74;255,0,0;ok
AC0130_L.jpg;circle;6;45;39;79;34;35;0,0,255;ok
AC0130_L.jpg;stem;0;0;9;79;10;80;0,180,0;ok
AC0130_L.jpg;text;24;67;39;79;16;13;255,0,0;ok
AC0130_M.jpg;text;0;0;29;59;30;60;255,0,0;ok
AC0130_S.jpg;text;0;0;19;39;20;40;255,0,0;ok
AC0140_L.jpg;circle;0;158;59;218;60;61;0,0,255;ok
AC0140_L.jpg;stem;0;0;27;160;28;161;0,180,0;ok
AC0140_L.jpg;text;0;198;59;204;60;7;255,0,0;ok
AC0140_M.jpg;circle;0;61;33;109;34;49;0,0,255;ok
AC0140_M.jpg;stem;0;0;17;63;18;64;0,180,0;ok
AC0140_S.jpg;circle;5;47;25;67;21;21;0,0,255;ok
AC0140_S.jpg;stem;0;65;15;109;16;45;0,180,0;ok
AC0140_S.jpg;text;0;0;29;58;30;59;255,0,0;ok
AC0150.jpg;circle;1;1;37;37;37;37;0,0,255;ok
AC0150.jpg;text;2;3;38;76;37;74;255,0,0;ok
AC0150_1.jpg;circle;3;25;35;57;33;33;0,0,255;ok
AC0150_1.jpg;text;2;4;38;76;37;73;255,0,0;ok
AC0150_2.jpg;circle;0;3;30;43;31;41;0,0,255;ok
AC0150_2.jpg;stem;21;39;38;76;18;38;0,180,0;ok
AC0150_2.jpg;text;2;3;38;76;37;74;255,0,0;ok
AC0150_L.jpg;circle;17;215;59;275;43;61;0,0,255;ok
AC0150_L.jpg;stem;0;0;59;231;60;232;0,180,0;ok
AC0150_M.jpg;circle;0;51;38;99;39;49;0,0,255;ok
AC0150_M.jpg;stem;0;0;14;52;15;53;0,180,0;ok
AC0150_S.jpg;circle;8;48;22;62;15;15;0,0,255;ok
AC0150_S.jpg;stem;0;0;29;109;30;110;0,180,0;ok
AC0151_L.jpg;text;0;16;79;383;80;368;255,0,0;ok
AC0151_M.jpg;text;0;8;49;221;50;214;255,0,0;ok
AC0151_S.jpg;text;0;3;29;107;30;105;255,0,0;ok
AC0152_L.jpg;circle;0;14;180;204;181;191;0,0,255;ok
AC0152_L.jpg;stem;74;0;79;15;6;16;0,180,0;ok
AC0152_L.jpg;text;0;0;189;235;190;236;255,0,0;ok
AC0152_M.jpg;circle;38;52;104;118;67;67;0,0,255;ok
AC0152_M.jpg;stem;0;0;60;229;61;230;0,180,0;ok
AC0152_M.jpg;text;69;98;109;135;41;38;255,0,0;ok
AC0152_S.jpg;circle;35;43;59;67;25;25;0,0,255;ok
AC0152_S.jpg;stem;0;0;36;109;37;110;0,180,0;ok
AC0153.jpg;circle;0;29;71;101;72;73;0,0,255;ok
AC0153.jpg;stem;5;73;73;229;69;157;0,180,0;ok
AC0153.jpg;text;6;0;68;174;63;175;255,0,0;ok
AC0153_L.jpg;circle;60;0;234;200;175;201;0,0,255;ok
AC0153_L.jpg;stem;71;140;107;310;37;171;0,180,0;ok
AC0153_L.jpg;text;4;0;226;399;223;400;255,0,0;ok
AC0153_M.jpg;circle;0;21;73;153;74;133;0,0,255;ok
AC0153_M.jpg;stem;41;123;63;175;23;53;0,180,0;ok
AC0153_M.jpg;text;2;0;130;229;129;230;255,0,0;ok
AC0153_S.jpg;circle;0;0;31;44;32;45;0,0,255;ok
AC0153_S.jpg;text;1;15;62;109;62;95;255,0,0;ok
AC0160.JPG;circle;13;0;73;59;61;60;0,0,255;ok
AC0160.JPG;stem;4;10;19;57;16;48;0,180,0;ok
AC0160.JPG;text;53;0;106;57;54;58;255,0,0;ok
AC0160_L.jpg;circle;0;0;207;319;208;320;0,0,255;ok
AC0160_L.jpg;stem;205;92;207;100;3;9;0,180,0;ok
AC0160_L.jpg;text;128;51;348;348;221;298;255,0,0;ok
AC0160_M.jpg;circle;0;0;130;172;131;173;0,0,255;ok
AC0160_M.jpg;text;71;44;200;200;130;157;255,0,0;ok
AC0160_S.jpg;circle;0;1;75;109;76;109;0,0,255;ok
AC0160_S.jpg;text;62;4;109;105;48;102;255,0,0;ok
AC0201.jpg;circle;1;2;49;49;49;48;0,0,255;ok
AC0201_1.jpg;circle;1;1;49;49;49;49;0,0,255;ok
AC0201_2.jpg;circle;1;1;49;49;49;49;0,0,255;ok
AC0201_L.jpg;circle;0;24;23;56;24;33;0,0,255;ok
AC0201_L.jpg;text;0;0;49;62;50;63;255,0,0;ok
AC0201_L_sia.jpg;circle;0;13;27;61;28;49;0,0,255;ok
AC0201_L_sia.jpg;text;12;10;49;62;38;53;255,0,0;ok
AC0201_M.jpg;circle;15;11;29;39;15;29;0,0,255;ok
AC0201_M.jpg;text;0;0;26;37;27;38;255,0,0;ok
AC0201_M_sia.jpg;circle;6;6;20;20;15;15;0,0,255;ok
AC0201_M_sia.jpg;text;0;5;29;38;30;34;255,0,0;ok
AC0201_S.jpg;circle;3;1;15;13;13;13;0,0,255;ok
AC0201_S.jpg;text;0;0;19;24;20;25;255,0,0;ok
AC0201_S_sia.jpg;circle;1;1;17;17;17;17;0,0,255;ok
AC0201_S_sia.jpg;text;0;14;19;24;20;11;255,0,0;ok
AC0202.jpg;circle;2;1;49;49;48;49;0,0,255;ok
AC0202.jpg;text;2;31;13;46;12;16;255,0,0;ok
AC0202_1.jpg;circle;2;3;48;49;47;47;0,0,255;ok
AC0202_2.jpg;circle;1;1;49;49;49;49;0,0,255;ok
AC0202_L.jpg;circle;4;0;40;22;37;23;0,0,255;ok
AC0202_L.jpg;text;2;0;64;49;63;50;255,0,0;ok
AC0202_L_sia.jpg;circle;3;25;47;49;45;25;0,0,255;ok
AC0202_L_sia.jpg;text;2;0;54;37;53;38;255,0,0;ok
AC0202_M.jpg;circle;10;1;36;27;27;27;0,0,255;ok
AC0202_M.jpg;stem;31;4;39;25;9;22;0,180,0;ok
AC0202_M.jpg;text;1;0;17;29;17;30;255,0,0;ok
AC0202_M_sia.jpg;circle;11;7;29;25;19;19;0,0,255;ok
AC0202_M_sia.jpg;text;2;0;34;29;33;30;255,0,0;ok
AC0202_S.jpg;circle;6;2;24;19;19;18;0,0,255;ok
AC0202_S.jpg;text;0;0;24;19;25;20;255,0,0;ok
AC0202_S_sia.jpg;circle;7;1;23;17;17;17;0,0,255;ok
AC0202_S_sia.jpg;text;0;0;10;19;11;20;255,0,0;ok
AC0203.jpg;circle;1;2;49;49;49;48;0,0,255;ok
AC0203_1.jpg;circle;2;3;48;49;47;47;0,0,255;ok
AC0203_2.jpg;circle;1;2;49;49;49;48;0,0,255;ok
AC0203_L.jpg;circle;29;7;49;43;21;37;0,0,255;ok
AC0203_L.jpg;text;0;2;49;64;50;63;255,0,0;ok
AC0203_L_sia.jpg;circle;25;3;49;47;25;45;0,0,255;ok
AC0203_L_sia.jpg;text;0;2;37;54;38;53;255,0,0;ok
AC0203_M.jpg;circle;6;19;24;37;19;19;0,0,255;ok
AC0203_M.jpg;text;0;1;29;39;30;39;255,0,0;ok
AC0203_M_sia.jpg;circle;7;11;25;29;19;19;0,0,255;ok
AC0203_M_sia.jpg;text;0;2;29;34;30;33;255,0,0;ok
AC0203_S.jpg;circle;3;11;15;23;13;13;0,0,255;ok
AC0203_S.jpg;text;0;0;19;24;20;25;255,0,0;ok
AC0203_S_sia.jpg;circle;2;7;18;23;17;17;0,0,255;ok
AC0203_S_sia.jpg;text;0;0;19;10;20;11;255,0,0;ok
AC0204.jpg;circle;1;2;49;49;49;48;0,0,255;ok
AC0204_1.jpg;circle;2;3;48;49;47;47;0,0,255;ok
AC0204_2.jpg;circle;2;3;48;49;47;47;0,0,255;ok
AC0204_2.jpg;text;6;5;14;12;9;8;255,0,0;ok
AC0204_L.jpg;circle;26;0;60;24;35;25;0,0,255;ok
AC0204_L.jpg;text;0;0;62;49;63;50;255,0,0;ok
AC0204_L_sia.jpg;circle;8;18;58;49;51;32;0,0,255;ok
AC0204_L_sia.jpg;stem;57;38;62;49;6;12;0,180,0;ok
AC0204_L_sia.jpg;text;10;0;62;32;53;33;255,0,0;ok
AC0204_M.jpg;circle;11;15;39;29;29;15;0,0,255;ok
AC0204_M.jpg;text;0;0;38;26;39;27;255,0,0;ok
AC0204_M_sia.jpg;circle;8;1;26;19;19;19;0,0,255;ok
AC0204_M_sia.jpg;text;5;0;37;29;33;30;255,0,0;ok
AC0204_S.jpg;circle;1;3;13;15;13;13;0,0,255;ok
AC0204_S.jpg;text;0;0;24;19;25;20;255,0,0;ok
AC0204_S_sia.jpg;circle;1;2;17;18;17;17;0,0,255;ok
AC0204_S_sia.jpg;text;14;0;24;19;11;20;255,0,0;ok
AC0211.jpg;circle;0;0;58;58;59;59;0,0,255;ok
AC0211.jpg;stem;19;0;29;2;11;3;0,180,0;ok
AC0211.jpg;text;1;0;59;59;59;60;255,0,0;ok
AC0211_L.jpg;circle;21;3;49;43;29;41;0,0,255;ok
AC0211_L.jpg;text;0;1;49;62;50;62;255,0,0;ok
AC0211_M.jpg;circle;2;0;26;23;25;24;0,0,255;ok
AC0211_M.jpg;text;0;22;29;37;30;16;255,0,0;ok
AC0211_S.jpg;circle;4;2;14;12;11;11;0,0,255;ok
AC0211_S.jpg;text;0;0;19;24;20;25;255,0,0;ok
AC0212_L.jpg;circle;2;24;48;49;47;26;0,0,255;ok
AC0212_L.jpg;text;2;0;63;42;62;43;255,0,0;ok
AC0212_M.jpg;circle;16;3;39;27;24;25;0,0,255;ok
AC0212_M.jpg;text;2;0;17;29;16;30;255,0,0;ok
AC0212_S.jpg;circle;8;2;24;18;17;17;0,0,255;ok
AC0212_S.jpg;text;0;0;10;19;11;20;255,0,0;ok
AC0213_L.jpg;circle;26;4;49;46;24;43;0,0,255;ok
AC0213_L.jpg;stem;43;2;49;5;7;4;0,180,0;ok
AC0213_L.jpg;text;0;2;43;63;44;62;255,0,0;ok
AC0213_M.jpg;circle;3;16;27;39;25;24;0,0,255;ok
AC0213_M.jpg;text;0;2;29;17;30;16;255,0,0;ok
AC0213_S.jpg;circle;0;8;18;24;19;17;0,0,255;ok
AC0213_S.jpg;text;0;0;19;10;20;11;255,0,0;ok
AC0214_L.jpg;circle;19;0;61;24;43;25;0,0,255;ok
AC0214_L.jpg;text;1;7;62;49;62;43;255,0,0;ok
AC0214_M.jpg;circle;0;2;23;26;24;25;0,0,255;ok
AC0214_M.jpg;text;22;0;37;29;16;30;255,0,0;ok
AC0214_S.jpg;circle;2;4;12;14;11;11;0,0,255;ok
AC0214_S.jpg;text;0;0;24;19;25;20;255,0,0;ok
AC0221_L.jpg;circle;1;49;49;74;49;26;0,0,255;ok
AC0221_L.jpg;text;0;0;49;62;50;63;255,0,0;ok
AC0221_L_sia.jpg;circle;1;49;49;74;49;26;0,0,255;ok
AC0221_L_sia.jpg;text;0;10;49;62;50;53;255,0,0;ok
AC0221_M.jpg;circle;15;11;29;39;15;29;0,0,255;ok
AC0221_M.jpg;text;0;0;26;44;27;45;255,0,0;ok
AC0221_M_sia.jpg;circle;1;8;19;26;19;19;0,0,255;ok
AC0221_M_sia.jpg;text;0;5;29;44;30;40;255,0,0;ok
AC0221_S.jpg;circle;3;1;15;13;13;13;0,0,255;ok
AC0221_S.jpg;text;0;0;19;29;20;30;255,0,0;ok
AC0221_S_sia.jpg;circle;1;1;17;17;17;17;0,0,255;ok
AC0221_S_sia.jpg;text;0;14;19;29;20;16;255,0,0;ok
AC0222.jpg;circle;0;0;78;78;79;79;0,0,255;ok
AC0222.jpg;stem;28;0;39;2;12;3;0,180,0;ok
AC0222.jpg;text;4;2;79;79;76;78;255,0,0;ok
AC0222_L.jpg;circle;13;25;53;49;41;25;0,0,255;ok
AC0222_L.jpg;text;1;0;74;42;74;43;255,0,0;ok
AC0222_L_sia.jpg;circle;19;23;61;49;43;27;0,0,255;ok
AC0222_L_sia.jpg;text;1;0;64;49;64;50;255,0,0;ok
AC0222_M.jpg;circle;21;3;44;27;24;25;0,0,255;ok
AC0222_M.jpg;text;0;0;22;29;23;30;255,0,0;ok
AC0222_M_sia.jpg;circle;21;7;37;23;17;17;0,0,255;ok
AC0222_M_sia.jpg;text;0;0;39;29;40;30;255,0,0;ok
AC0222_S.jpg;circle;16;3;28;15;13;13;0,0,255;ok
AC0222_S.jpg;text;0;0;29;19;30;20;255,0,0;ok
AC0222_S_sia.jpg;circle;11;1;23;13;13;13;0,0,255;ok
AC0222_S_sia.jpg;text;0;0;27;19;28;20;255,0,0;ok
AC0223_L.jpg;circle;0;15;24;49;25;35;0,0,255;ok
AC0223_L.jpg;text;0;1;49;74;50;74;255,0,0;ok
AC0223_L_sia.jpg;circle;0;14;27;64;28;51;0,0,255;ok
AC0223_L_sia.jpg;stem;0;12;6;15;7;4;0,180,0;ok
AC0223_L_sia.jpg;text;11;1;49;64;39;64;255,0,0;ok
AC0223_M.jpg;circle;3;21;27;44;25;24;0,0,255;ok
AC0223_M.jpg;text;0;0;29;23;30;24;255,0,0;ok
AC0223_M_sia.jpg;circle;0;8;18;38;19;31;0,0,255;ok
AC0223_M_sia.jpg;text;6;0;29;39;24;40;255,0,0;ok
AC0223_S.jpg;circle;0;5;9;17;10;13;0,0,255;ok
AC0223_S.jpg;text;2;0;19;29;18;30;255,0,0;ok
AC0223_S_sia.jpg;circle;2;12;18;28;17;17;0,0,255;ok
AC0223_S_sia.jpg;text;0;0;19;15;20;16;255,0,0;ok
AC0224_L.jpg;circle;49;1;74;49;26;49;0,0,255;ok
AC0224_L.jpg;text;0;0;62;49;63;50;255,0,0;ok
AC0224_L_sia.jpg;circle;49;1;74;49;26;49;0,0,255;ok
AC0224_L_sia.jpg;text;10;0;62;49;53;50;255,0,0;ok
AC0224_M.jpg;circle;11;15;39;29;29;15;0,0,255;ok
AC0224_M.jpg;text;0;0;44;26;45;27;255,0,0;ok
AC0224_M_sia.jpg;circle;8;1;26;19;19;19;0,0,255;ok
AC0224_M_sia.jpg;text;5;0;44;29;40;30;255,0,0;ok
AC0224_S.jpg;circle;1;3;13;15;13;13;0,0,255;ok
AC0224_S.jpg;text;0;0;29;19;30;20;255,0,0;ok
AC0224_S_sia.jpg;circle;1;2;17;18;17;17;0,0,255;ok
AC0224_S_sia.jpg;text;14;0;29;19;16;20;255,0,0;ok
AC0231_L.jpg;circle;27;36;49;74;23;39;0,0,255;ok
AC0231_L.jpg;text;0;0;42;73;43;74;255,0,0;ok
AC0231_M.jpg;circle;3;0;27;23;25;24;0,0,255;ok
AC0231_M.jpg;text;0;22;29;44;30;23;255,0,0;ok
AC0231_S.jpg;circle;5;3;13;11;9;9;0,0,255;ok
AC0231_S.jpg;text;0;0;19;29;20;30;255,0,0;ok
AC0232_L.jpg;circle;0;0;47;47;48;48;0,0,255;ok
AC0232_L.jpg;stem;29;0;37;3;9;4;0,180,0;ok
AC0232_L.jpg;text;43;6;74;42;32;37;255,0,0;ok
AC0232_M.jpg;circle;21;2;44;26;24;25;0,0,255;ok
AC0232_M.jpg;text;0;0;22;29;23;30;255,0,0;ok
AC0232_S.jpg;circle;14;1;29;17;16;17;0,0,255;ok
AC0232_S.jpg;text;0;0;15;19;16;20;255,0,0;ok
AC0233_L.jpg;circle;0;14;24;56;25;43;0,0,255;ok
AC0233_L.jpg;stem;0;12;6;15;7;4;0,180,0;ok
AC0233_L.jpg;text;7;1;49;74;43;74;255,0,0;ok
AC0233_M.jpg;circle;3;21;27;44;25;24;0,0,255;ok
AC0233_M.jpg;text;0;0;29;22;30;23;255,0,0;ok
AC0233_S.jpg;circle;2;14;18;29;17;16;0,0,255;ok
AC0233_S.jpg;text;0;0;19;15;20;16;255,0,0;ok
AC0234_L.jpg;circle;12;24;62;49;51;26;0,0,255;ok
AC0234_L.jpg;text;0;0;73;41;74;42;255,0,0;ok
AC0234_M.jpg;circle;0;2;23;26;24;25;0,0,255;ok
AC0234_M.jpg;text;22;0;44;29;23;30;255,0,0;ok
AC0234_S.jpg;circle;0;1;16;19;17;19;0,0,255;ok
AC0234_S.jpg;text;14;0;29;19;16;20;255,0,0;ok
AC0241_L.jpg;circle;0;13;29;61;30;49;0,0,255;ok
AC0241_L.jpg;stem;17;6;31;36;15;31;0,180,0;ok
AC0241_L.jpg;text;24;37;49;62;26;26;255,0,0;ok
AC0241_M.jpg;circle;0;7;20;27;21;21;0,0,255;ok
AC0241_M.jpg;text;0;3;29;38;30;36;255,0,0;ok
AC0241_S.jpg;text;0;2;19;24;20;23;255,0,0;ok
AC0242_L.jpg;circle;4;25;46;49;43;25;0,0,255;ok
AC0242_L.jpg;stem;2;42;5;49;4;8;0,180,0;ok
AC0242_L.jpg;text;2;0;58;32;57;33;255,0,0;ok
AC0242_M.jpg;circle;14;9;36;29;23;21;0,0,255;ok
AC0242_M.jpg;text;1;0;36;29;36;30;255,0,0;ok
AC0242_S.jpg;text;0;0;22;19;23;20;255,0,0;ok
AC0243_L.jpg;circle;0;9;30;55;31;47;0,0,255;ok
AC0243_L.jpg;stem;18;28;32;58;15;31;0,180,0;ok
AC0243_L.jpg;text;0;2;49;27;50;26;255,0,0;ok
AC0243_M.jpg;circle;12;4;29;26;18;23;0,0,255;ok
AC0243_M.jpg;stem;10;17;19;36;10;20;0,180,0;ok
AC0243_M.jpg;text;0;1;29;17;30;17;255,0,0;ok
AC0243_S.jpg;text;0;0;19;22;20;23;255,0,0;ok
AC0244_L.jpg;circle;0;0;35;29;36;30;0,0,255;ok
AC0244_L.jpg;text;6;0;62;49;57;50;255,0,0;ok
AC0244_M.jpg;circle;14;0;36;15;23;16;0,0,255;ok
AC0244_M.jpg;text;3;10;38;29;36;20;255,0,0;ok
AC0244_S.jpg;text;2;0;24;19;23;20;255,0,0;ok
AC0251.jpg;circle;1;1;29;29;29;29;0,0,255;ok
AC0251_1.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0251_2.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0251_2.jpg;stem;8;0;15;2;8;3;0,180,0;ok
AC0252.jpg;circle;1;1;29;29;29;29;0,0,255;ok
AC0252_1.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0252_1.jpg;stem;0;15;2;22;3;8;0,180,0;ok
AC0252_2.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0252_2.jpg;stem;8;0;15;2;8;3;0,180,0;ok
AC0253.jpg;circle;1;1;29;29;29;29;0,0,255;ok
AC0253_1.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0253_2.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0253_2.jpg;stem;8;0;15;2;8;3;0,180,0;ok
AC0254.jpg;circle;1;1;29;29;29;29;0,0,255;ok
AC0254_1.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0254_1.jpg;stem;28;8;30;15;3;8;0,180,0;ok
AC0254_2.jpg;circle;0;0;30;30;31;31;0,0,255;ok
AC0254_2.jpg;stem;8;0;15;2;8;3;0,180,0;ok
AC0254_2.jpg;text;27;6;30;15;4;10;255,0,0;ok
AC0261.jpg;circle;1;1;29;29;29;29;0,0,255;ok
AC0271.jpg;circle;2;0;39;38;38;39;0,0,255;ok
AC0271.jpg;stem;12;0;21;2;10;3;0,180,0;ok
AC0271.jpg;text;4;29;8;34;5;6;255,0,0;ok
AC0301_1L_sia.jpg;circle;0;0;79;79;80;80;0,0,255;ok
AC0301_1L_sia.jpg;stem;78;39;79;46;2;8;0,180,0;ok
AC0301_1M_sia.jpg;circle;0;0;59;59;60;60;0,0,255;ok
AC0301_1S_sia.jpg;circle;0;0;39;39;40;40;0,0,255;ok
AC0301_1_L.jpg;circle;0;0;78;78;79;79;0,0,255;ok
AC0301_1_M.jpg;circle;0;0;59;59;60;60;0,0,255;ok
AC0301_1_S.jpg;circle;0;0;39;39;40;40;0,0,255;ok
AC0301_2L_sia.jpg;circle;0;0;79;79;80;80;0,0,255;ok
AC0301_2L_sia.jpg;stem;78;31;79;39;2;9;0,180,0;ok
AC0301_2M_sia.jpg;circle;0;0;59;59;60;60;0,0,255;ok
